FSC-A	FSC-H	SSC-A	<PE-A>: JAK1	<PerCP-Cy5-5-A>: CD25	<Pacific Blue-A>: pSTAT5	<APC-A>: STAT5
71744	63552	86400	6256.5835	8173.55957	13228.0312	9896.03027
57984	54400	1.60704002e5	12846.1084	32116.2676	43836.3164	21709.2441
66752	67584	75136	5866.26367	6405.02881	16954.502	6631.07178
1.02911997e5	1.00992e5	88768	5304.59912	21592.9668	4597.98682	11652.6113
73024	77696	1.01567996e5	6203.70947	21292.1035	19015.082	10819.2109
37568	33920	94336	4952.05713	8412.22656	17762.6465	10697.1455
84096	85312	1.17183995e5	10566.7295	30491.1367	34225.5781	12252.2461
62016	60096	72448	4089.55322	15486.2275	22817.3945	8580.4248
60032	56512	1.12831998e5	5983.29932	16368.3799	26589.0879	10064.8135
46656	46272	1.00927997e5	7756.39697	12333.4229	20344.1602	7769.88623
38400	40704	85696	3368.17651	22330.168	2183.7937	10554.9385
28160	26624	84480	4282.11475	8668.31055	22183.8066	9484.29492
36416	28160	71808	5860.1377	17634.7637	9803.58789	7560.04346
27968	20544	1.22624004e5	7516.05957	16170.4453	35474.8867	6925.37695
47232	45056	1.16416001e5	6876.9248	23335.084	38096.2344	10474.4951
68992	65280	76224	5388.14111	17916.9141	18814.6934	9841.75684
21632	18112	88448	6890.14404	18486.0566	38854.3789	12519.1416
61504	52864	75584	5191.93701	21324.4668	3765.65112	7390.64404
24896	22976	64128	3159.75684	7932.20752	3296.27905	5172.77832
55936	52096	1.21024001e5	7628.52441	13400.6113	35861.8633	13312.6094
51968	49152	74048	4637.05176	13872.8672	14920.8916	12583.9668
38592	30400	1.06623995e5	6192.64746	20356.373	23087.2148	20137.7227
41600	43328	51584	2436.67725	3612.79468	5317.36865	5642.95557
32320	28224	70976	3079.56519	9362.40332	13069.999	6333.64209
54336	50880	52224	2749.40918	13456.4102	1511.33521	8196.41504
42432	39104	83776	4783.23633	12450.7725	38068.9375	13926.4287
76672	77056	79424	6874.04297	18171.5352	15031.7598	9993.80957
73088	73024	1.05472004e5	5153.9541	4173.22363	25040.3242	12398.9277
69184	67648	1.15328002e5	5781.3916	22412.1406	22889.3379	10859.2451
55680	50624	80512	4752.62061	8842.0293	2998.44946	8778.9375
31424	29120	53568	4558.80176	9924.65625	16459.9297	7108.4165
49664	41856	80128	5585.13721	7779.09375	2551.77271	10364.4863
78208	74368	99264	11080.0264	10053.6631	24628.752	12182.4199
18752	13376	74048	5132.99463	7025.37061	25346.6152	8808.29102
64064	55680	87488	7182.58154	18608.0469	25717.5059	8434.51855
19648	14784	55936	3357.35498	5594.49121	23116.2969	7690.99707
21632	19008	1.17760003e5	6893.11035	23700.4082	16229.373	12670.7432
57792	56448	47744	6000.14746	12656.9131	18159.541	8734.73047
52800	49536	70976	2821.93652	13094.7295	16496.0996	7247.94971
43136	42176	60864	2143.00977	6645.87891	18983.9766	6576.41602
25536	21824	78080	3131.43188	4119.56201	16278.5439	4739.19873
92864	90624	1.02400005e5	7346.69434	19700.1074	24642.1602	16551.2773
72832	67392	1.24863994e5	6487.81836	13365.8789	25233.9785	10545.3115
39616	38848	50432	3300.65234	10170.0293	20200.9082	8012.72119
68736	74944	86592	4522.31934	14418.7393	35466.25	11671.0645
65920	61888	1.48736e5	7766.3916	26781.582	12257.7979	16477.5996
55040	46720	91840	3881.61377	17915.4707	25505.3926	11658.0742
36160	34112	71936	6889.33447	17437.8535	39166.6992	9917.88672
40192	35264	88640	5029.30127	11759.7529	26468.7051	10248.6523
83520	75968	80832	5560.96045	15317.2266	27354.9453	13198.1504
65024	59904	1.03488004e5	6376.09717	9162.73926	18093.9844	11596.4082
45888	41216	77120	2013.26416	3393.7981	17313.3906	8429.39258
98112	96064	90880	4669.15088	11676.6113	2848.43652	9605.25
78144	74688	90816	7686.36133	19187.793	3748.35205	9253.1748
54208	50112	1.12704003e5	10347.2061	23405.6582	26973.1816	13994.9219
49408	46976	51200	1948.91479	3694.30518	7045.60547	5719.1333
19200	14912	1.06368005e5	5201.3623	5557.09326	18230.1152	5415.79395
22592	18880	79168	6011.96875	7806.68164	26782.998	10879.7656
69184	64512	1.05920005e5	6094.71777	8499.95215	28439.6094	16885.4355
86144	84288	1.13792002e5	8763.45703	18074.1367	17557.9883	21237.7656
23360	21824	66112	5287.63477	8807.10547	26572.416	6850.87305
38912	35200	72000	7450.09717	13269.4463	11468.666	12364.2178
58880	58240	83520	6659.50977	16922.8828	38197.0781	14061.79
75136	70656	88064	4272.06885	7400.9668	3568.49707	11575.9893
52608	46976	1.15776002e5	6365.44043	18762.5195	16688.6406	11705.8125
76224	70336	1.28895998e5	21975.8223	35023.4727	58073.0664	13232.0625
74752	71936	84928	5972.04297	10445.2363	40971.5781	11091.1406
66240	65408	76864	3460.12891	14062.1777	15538.584	9685.01074
62720	65280	66112	2569.87646	3254.34033	16574.8809	9751.8252
32320	23616	90752	5099.17822	4411.6499	27981.3984	9886.38574
74496	69696	94656	12910.0273	12185.4873	17981.5371	9836.88672
70144	60672	1.20640004e5	8443.06836	13779.6719	17207.3594	17538.9785
64832	61568	65536	5662.84424	8658.62695	35462.0977	11756.2598
95104	91392	83776	5661.48389	14557.5762	21345.375	12376.9551
43776	43072	57344	6863.3501	13008.0146	20015.8027	7448.56934
63296	66688	66368	6104.88379	6266.56152	41684.6016	10875.4961
45504	40000	1.12704003e5	5757.16797	14087.8779	24167.0469	11628.1387
25728	26240	79680	4470.51221	9369.94629	25806.1895	10252.627
35840	33152	74496	6846.71729	12028.1943	20869.373	6424.2168
40128	31296	1.40799999e5	7566.7002	11332.4629	37247.8711	13863.6748
61696	58560	1.38688004e5	11751.8008	27630.0938	27440.6484	11274.3389
60032	57472	63680	4349.6499	10796.2109	6117.14502	9722.81641
46784	43264	98240	5957.20557	8129.62842	31299.4102	9368.30957
65280	65920	99136	8160.61816	21392.1523	5710.82861	10751.6777
85760	87680	1.27424002e5	6576.33984	20496.2637	31281.127	23725.2051
49536	51712	89152	5749.40967	9407.34277	25192.7832	7870.18164
52352	46464	98944	5774.10107	15950.8369	20276.8281	17618.7891
45696	40192	96512	6520.71094	18183.3496	13394.1211	9049.65137
57088	57472	89600	7947.13623	8604.12891	12491.8369	9265.63965
25088	24384	59968	5038.28418	4800.77832	14806.9375	6731.0459
34688	26560	93952	7797.58789	10550.7002	22522.875	13881.8301
71232	73664	1.18719995e5	7327.25342	16852.9941	16169.8994	11391.6895
74176	69632	85696	2491.05835	10437.1523	12908.6113	15696.4863
48640	43584	1.05791998e5	8194.61328	10857.2783	31681.2012	10247.3867
60928	53312	68608	3120.22119	13416.5488	32536.3594	11144.0176
45120	44032	74432	2155.97266	13072.5703	14046.1621	8348.46777
23168	18176	82240	5383.06738	9019.41309	10020.252	8496.59766
38528	37504	81280	6677.56592	15027.0996	14992.2627	10360.4648
84352	84928	64512	5946.1709	20209.1953	16984.1152	5994.8335
61824	61440	94400	8282.58301	10588.4502	23272.4609	14632.2812
65408	57728	1.26271999e5	8868.13086	16786.5078	36423.9023	13081.1016
44224	39168	95360	6709.56104	14886.5303	6930.875	10287.8252
55296	54656	98816	6284.60938	5885.56348	39953.8125	12315.1504
44032	43136	1.11231995e5	6592.79395	11871.5977	34760.8242	10631.8057
58368	52736	94976	3621.81519	13683.0234	13575.5303	11492.1885
53568	51712	88704	4592.56543	7342.43994	19886.4336	7976.14941
48256	50176	53568	2000.89551	5263.40576	4503.9502	6083.86328
58240	55424	80832	6717.06006	14939.5762	33786.3164	8651.24707
44544	40896	81152	3173.61987	6962.70605	30885.3965	10255.2344
41920	37376	80000	4026.94165	14022.4609	13408.4072	7676.15332
25280	21888	1.24031997e5	5793.29736	19001.8184	16032.1074	10852.8809
67648	69184	1.18208003e5	4739.77002	7689.02832	17233.5	7337.58936
27776	21696	93184	4883.93408	4486.76562	26813.6797	9020.24512
25856	23488	68928	6110.61963	4386.66797	17977.1855	7222.72217
28544	26944	44736	1645.09192	7303.27441	7712.13721	5797.82764
51200	53632	1.31071997e5	8666.9248	2615.13452	30321.2793	9402.40723
96320	99200	96960	5015.54932	7897.3374	16990.1699	9228.36426
61440	55936	1.06687999e5	6563.80078	16081.5801	27360.7422	8360.38867
35072	32448	1.07263994e5	7299.25635	10732.7959	15196.4062	9119.64648
56000	57024	89344	6015.16992	19423.4746	16421.7598	7520.60498
36800	35520	1.05856001e5	9112.16504	22734.7637	6731.42285	14344.6211
76288	68288	94016	3403.93066	14631.0967	25023.0469	12693.9551
20800	20608	78336	5240.3335	8073.4707	17815.5508	7934.03369
66048	66304	1.00544e5	6832.63086	7876.07031	28518.248	11521.1504
34304	33280	80512	4173.54932	9546.61328	26108.625	8281.39453
17984	11776	85824	8104.6084	12266.5127	16859.5605	10596.6064
60160	58176	85248	2369.44922	2389.95679	23836.4863	11518.8848
72640	69248	1.05983996e5	13453.0322	6006.19873	25305.8164	9741.49219
43776	35520	1.17183995e5	10312.041	17500.3848	18726.3398	20901.4785
45504	41152	1.16095996e5	9670.08691	10957.0332	50909.082	12727.208
77120	72256	96320	8185.87158	14635.9795	17603.875	11436.4385
46528	33216	75968	6432.99121	9740.66992	17506.4004	8307.15918
31232	30656	69696	3977.64575	6049.69531	18453.2422	7123.63818
67328	55680	99136	6100.20312	10301.2441	25701.959	9488.09668
54720	51584	99584	5600.34375	10768.5654	32019.9492	16706.5508
60416	59072	1.12320006e5	5244.55859	22266.7598	1514.46667	10131.1992
48960	45952	74368	6415.77295	14953.3203	7177.34131	8369.24609
77952	73344	76992	5626.33301	11508.1162	21717.8027	9815.00195
67008	66688	59072	4224.69336	5817.5	9388.64062	5154.84912
94656	80768	1.30496001e5	4999.71973	21105.0332	11650.0371	15908.1904
55680	48832	86656	5282.11621	4963.88867	18186.6953	10094.7861
50304	42624	1.23456001e5	8734.89551	19114.3457	24085.2285	19455.4023
53248	52864	56448	4154.61377	4275.28125	25051.8594	5958.30322
43840	37888	96768	8285.61621	28944.9258	19314.5195	13190.9004
57344	45440	1.28831995e5	6496.49365	25143.4277	22086.6719	14732.2656
33216	30784	75520	4531.20605	6327.19971	31219.9551	14204.8047
56704	51200	1.02592003e5	4328.71533	11336.3252	14325.1816	10211.2031
30976	29568	90368	9632.43164	17323.9492	17478.4941	8876.69141
64384	62912	92096	6804.67871	17880.6445	23220.3711	8468.1084
70080	66496	1.36767995e5	7873.28223	25301.2676	15995.3906	11514.0283
34688	34176	45440	2228.34351	7176.02783	13870.9189	4966.41016
41024	39232	78016	5005.83545	14783.5938	14692.5674	8004.5459
15360	11968	98368	7277.45166	6507.5498	49004.9648	9688.38477
43904	38464	86336	3724.19263	6710.25195	18581.8281	9225.47754
33536	26944	1.22432005e5	8456.96289	16362.458	37491.1797	12887.3379
79488	84096	66112	4038.22998	6174.70361	19390.7266	8013.09766
53696	49344	98688	5289.5249	10174.042	29880.3027	11482.2783
45760	47552	90624	5502.72607	17065.3398	9033.36133	14268.1309
43136	40448	80640	4362.90283	6511.03125	14312.207	8590.22852
87232	75392	1.26784003e5	20766.3184	16439.9297	24256.5703	20340.6094
50176	46848	1.19488001e5	11040.6523	17938.8262	41098.918	13662.0312
32832	24576	1.47904005e5	12078.0596	33100.7852	42325.668	12646.123
30016	26176	60288	3619.63672	3360.32104	19449.8242	7340.02148
42688	41024	89216	6107.61084	15191.335	3318.06226	8683.57031
70144	63232	74624	8811.7373	5641.00635	9893.5918	10637.9775
31808	25408	60032	4387.9082	16594.8652	10641.1543	9033.41016
47744	44096	63872	4323.34619	6210.12109	18824.7148	8216.96094
30272	28864	1.00287998e5	4575.44922	5991.85059	23798.4668	7303.59521
28224	27392	66496	4273.21533	6318.35156	16839.0234	7033.53271
27648	24768	75968	4732.79395	17926.7305	22332.2676	12896.8652
42688	37248	95104	6428.20801	13150.2979	25744.7324	6266.96533
95232	87424	1.10783994e5	8591.97168	23286.2422	9186.22168	15350.585
51456	48832	1.35616004e5	7815.63477	11433.0693	44608.7227	11406.7832
54272	54464	71680	5043.37598	9776.06836	11822.5654	10354.2529
38208	30912	79168	6059.49756	17150.9453	6926.14014	8729.84082
17088	10944	65472	4579.39062	8275.02441	4028.27588	8126.39844
62208	53888	96256	8355.25098	16274.6914	22223.6641	20218.4766
52864	52096	1.14559996e5	7894.89404	15336.3828	7316.60693	9468.55371
25664	20288	1.02463996e5	7380.90771	10699.5342	6270.87451	10143.0391
49024	49344	44160	2458.72461	6847.10107	15784.627	5528.93359
63936	60032	1.00544e5	7434.45996	18731.584	5280.75928	9533.62793
73536	67712	1.41631994e5	6771.11328	26147.8555	22499.582	11610.1641
57920	61248	72000	3890.35376	5851.35449	46401.6797	9048.46289
27136	22848	60096	2704.06421	4258.94336	4423.17529	5981.58447
33728	30976	60800	5498.5332	16073.2324	6190.03027	7280.79883
18496	16576	70208	3914.76367	6226.31348	23570.293	7921.95703
36864	36672	80192	9380.33887	21802.4531	21110.7207	9944.47363
73472	68096	1.20255995e5	6233.69775	12830.5566	34294.4492	21485.1738
49536	47232	90560	5233.05664	9384.54395	18885.8301	7562.81787
24000	22272	77120	3925.1521	7442.84619	14256.0439	7798.90576
85376	81472	1.08800006e5	12343.5654	12857.5459	34517.207	10275.957
17408	13056	53312	5116.76904	10439.6787	14207.2256	6554.60547
98368	92928	1.13408005e5	11345.834	27262.5508	53198.5156	19087.166
48128	48320	67648	5732.31592	10907.9932	25466.9492	6661.9043
58304	56768	59072	5881.63281	9565.9375	31513.6406	11720.2061
24896	21312	88704	6412.56152	6863.70605	32689.248	9605.87207
65344	54400	1.32992005e5	7782.25977	21179.8457	23602.9043	20071.2461
29888	20608	1.34464002e5	8692.08496	14324.5664	27915.0703	16052.0225
50112	49344	86528	6437.56641	15498.9365	9801.62305	13671.2021
30784	27584	99840	5765.1665	14342.8711	31647.5605	7747.97119
51904	49344	91904	8383.45996	24717.2461	15311.6748	18130.2051
16576	11840	80000	6258.80078	4943.3833	26462.8262	8228.02051
57280	55616	74880	6242.68604	9540.90137	1385.49683	8045.34912
65984	61120	1.42719994e5	9377.78027	10724.3369	50295.3438	9856.79883
66816	67200	53440	3426.16406	7312.03076	15160.5488	10048.7803
27520	16192	97152	8458.31543	11133.4541	18266.9785	14230.5049
53824	54912	77312	5674.47363	8964.99707	21543.752	7079.6084
35392	33600	79872	8534.02148	16728.6172	32374.9824	8898.19336
25728	22080	75328	7575.4624	19939.123	27168.8789	10204.0586
66432	64512	57664	3747.94531	6366.59229	22075.9629	6535.73926
29376	23680	1.17312002e5	7917.79248	3305.55688	22832.5898	10126.7598
20928	14208	79552	3940.72046	6194.66113	15900.0234	6579.72217
95616	92928	1.27999997e5	13632.3525	26668.127	57926.2109	17066.1055
66688	66176	1.26144004e5	8150.52344	16035.1943	1647.34985	9368.35547
52736	51520	95296	4962.3916	15856.6953	18732.9863	11816.1943
47872	49216	71872	3921.70605	15643.9902	4706.57812	8210.16211
44800	46400	60608	3740.46045	5674.1499	15986.4375	9510.83496
28928	29824	42880	4595.79443	8054.48242	13946.6289	7708.5708
66880	65600	86976	4459.54639	9648.29883	14923.8955	8982.1123
25344	23296	76672	4733.33545	15351.0654	5785.15137	12702.8154
39232	37184	76864	4955.86719	10412.6543	23880.5137	6975.47705
60224	55360	1.41375995e5	8428.01367	18773.1855	22267.7188	9255.71191
46464	47360	59456	3283.14966	10867.3906	23049.2246	8337.81445
43328	31616	1.04768002e5	4873.55615	16449.4766	24047.8086	11635.1689
25792	22784	82112	6150.81738	7391.38232	25697.957	6679.14844
60864	55104	98752	4618.9873	17385.9902	17151.123	13269.2178
33472	31680	63744	3723.56348	10890.0098	20413.7109	8020.40771
61952	62464	72448	5356.46875	12275.333	10863.8154	7884.49268
43840	42368	1.10528004e5	4636.32764	13909.3877	21063.543	13381.2607
42496	38272	91840	4175.91699	5703.09082	15652.3701	10794.625
35776	34176	96064	6017.44971	15219.0576	34482.7305	12388.8477
47168	43072	92800	5443.00195	6337.354	23080.5332	10726.2852
63360	54912	1.23904002e5	8853.83398	23627.4316	17973.6406	13683.1826
51520	53952	71232	3170.99951	5416.05371	15260.6836	8752.5459
16832	11072	54912	4506.0542	5728.73096	20012.6875	7870.96045
40384	40000	1.09247994e5	7035.27881	8195.46387	29961.9863	14062.6699
31872	29440	68288	6155.64258	10573.6943	11197.0225	6684.49072
53888	54912	58816	3401.70093	7347.94873	18235.5938	8530.22168
51264	52736	87552	5609.82715	6813.03809	22520.5781	8300.21484
42432	42880	63744	3490.67627	12580.998	6642.89551	9812.24609
74880	76288	1.05408001e5	4364.28467	11116.3037	32612.9551	17210.627
44096	40064	1.27488005e5	8073.5	13860.4629	32837.5586	11844.2227
20160	17920	54208	4415.51953	5408.59131	13211.3086	7036.56152
33984	30400	1.3664e5	8318.62988	25038.3828	9870.60059	19577.7344
46784	47232	92992	9347.37109	20759.6719	20654.0781	9382.68555
35648	35008	59712	4784.62256	6315.86621	20719.7422	6252.88574
58816	57088	91712	6727.43018	15880.9482	23512.4746	15641.9141
74560	73024	96256	8638.00391	26911.9609	10066.9316	17412.2363
72384	67328	82432	7830.07959	11635.126	22809.9121	9031.56543
51904	47744	1.30815995e5	7041.43945	13563.7656	39566.8867	10795.6426
62912	54976	1.15903997e5	4006.98438	10706.71	12850.5938	7456.0542
80128	79424	1.21088004e5	7557.90088	12232.3545	21427.5078	19018.7246
56320	49344	1.02848005e5	9295.79102	10078.165	26882.2988	11111.1357
62720	61952	92096	5582.35254	13057.7188	15389.1514	11604.083
25856	19520	81984	6478.54297	3246.27222	18195.7344	7265.77832
64128	65984	71040	4737.17139	14158.2031	25890.5156	10029.4434
50496	42880	1.09632004e5	8294.94727	17055.5703	40919.6094	8728.19336
25536	20480	79872	5660.60254	13068.0039	24132.9297	8346.64844
25408	20544	98688	6836.21826	12578.0977	40245.2891	9904.16211
53824	46208	84352	4523.14551	8151.25049	18889.0469	8568.58594
73344	68352	67008	3058.85132	16828.0938	5122.50684	9622.1748
39296	25536	1.14048004e5	6763.17383	19600.9043	31018.543	17492.6406
55296	51712	78720	4115.7334	4917.17529	8157.32617	8591.91406
46336	37952	1.25952005e5	7632.21338	19870.5352	54713.4609	30126.5566
41920	41984	76160	4419.64404	12280.3486	14992.7969	7571.92627
44160	39744	99840	4574.71777	4929.28711	46500.1484	9655.25391
74112	77568	98624	8948.40527	8639.07031	16306.8174	17360.1484
40768	37696	58240	3004.41797	9353.70508	14205.5098	10028.7637
64896	64384	91648	7884.91064	14852.6768	41405.9414	12333.2334
25088	18880	1.35104001e5	9741.83203	17063.4238	25748.6953	10711.2627
61120	62400	95808	7360.98828	19074.6855	29708.9863	14429.4365
69952	65856	1.02528e5	7033.48975	16232.5195	34701.7656	16137.3193
57984	56896	70144	2772.39111	7845.65234	14614.168	8982.44629
33728	23104	1.25632e5	6724.05615	20973.4453	19913.2871	8668.8877
19968	16064	80768	9239.94629	15594.749	30685.3418	10485.1592
42688	39232	82240	4531.51074	7856.7793	7415.45264	8957.64746
41536	39424	78080	2862.13062	2388.75171	25631.4414	11141.3242
54592	52416	1.05856001e5	6118.98438	16389.1895	23759.9336	15343.8613
44224	46272	64704	4561.19482	4981.87598	25891.3125	12632.2256
20736	16960	59584	4448.29053	4091.58911	11727.0469	7513.9751
33600	29184	68800	5215.65527	11178.9775	13322.8906	7444.43359
59840	55296	91136	2581.62183	7795.18945	32432.3555	12458.9502
38592	40128	98048	8048.02539	15309.4014	23618.5352	15140.0342
80512	80576	1.26271999e5	6944.70264	12706.4775	28241.3242	16097.7168
33408	29120	1.16159999e5	6325.49854	18918.5312	20768.8438	14261.1025
32640	23552	1.35552001e5	9433.10742	17831.6641	29568.4922	17719.9004
48256	50048	70656	5272.72021	7488.25439	19286.7812	9084.30957
35392	32128	70656	3479.98291	11778.9814	13892.9551	7812.01367
63616	48256	1.33247995e5	5905.15771	17075.3105	28183.3613	14390.7061
15872	11840	1.12960005e5	4437.64893	4832.89404	37540.2969	10563.8936
20160	18048	48384	1912.03674	2302.85083	4261.31836	6381.53857
35520	34240	86848	7643.71436	11287.8193	20993.3457	9210.09082
80960	74240	96000	11429.9375	8904.4834	6394.93164	15839.6641
97536	1.02079999e5	1.01119995e5	3321.76172	11221.7266	8936.89258	14344.1904
42816	33216	82304	4969.75684	19580.1172	9566.56348	13379.0723
74688	75840	70592	5627.23877	10983.9492	14748.6084	9044.24902
46400	46272	1.09440004e5	6485.93164	9219.49121	30300.5859	11574.2012
56448	55488	1.23648e5	5882.52734	9118.07617	24613.873	9020.04688
77888	82112	1.18208003e5	8907.22559	20287.291	17445.3535	15573.8096
16576	14016	53056	2226.4314	3610.08423	10444.7568	5867.85156
23680	19072	60416	3670.06738	5660.3623	18505.1348	6291.44775
42304	42176	58816	4897.1582	5036.13135	20350.7227	7932.07178
44736	43136	89664	4008.7522	10863.3975	19206.2988	9657.73828
92608	88128	1.15328002e5	20873.2832	11518.3555	36771.8711	13917.1445
77888	77696	94208	2330.21606	6603.4043	6586.00195	9430.59375
69376	70400	65280	3316.65479	14551.1553	18850.7402	8174.71777
48320	49088	83712	4671.03711	6153.90186	28309.7773	8694.42969
45440	44608	72064	6175.63379	6866.4834	1702.97168	7173.90869
66624	66368	1.35743999e5	6062.49854	12482.3691	29894.8633	10965.3877
24128	17536	1.15072e5	10937.252	17249.5898	43542.4688	9686.25586
74176	75648	80320	5593.12109	15750.3184	20951.3184	9103.4043
37760	24448	92480	6416.33984	14085.415	31138.25	14550.7529
43136	41088	85312	6818.57227	13516.8594	1056.55933	10704.0615
45248	40576	1.06623995e5	8628.74512	27114.2363	42846.9648	14435.0869
37888	31744	1.22816002e5	6264.18408	19284.9199	37784.25	15583.5625
69952	69632	67456	3868.16431	9245.03711	2415.85571	8430.99805
35264	30464	97408	6913.46924	11992.9932	37398.2617	18687.4258
66560	62912	1.50655994e5	6304.72998	18277.541	55043.4766	21366.1934
28288	22464	73920	5673.8125	6227.39014	33081.6602	11621.2822
32896	28992	73984	4402.14355	6838.86963	17268.7109	11918.2217
30464	30336	65152	4430.89014	7972.43018	17596.873	8598.16895
92736	94592	80192	4998.30664	6623.37939	18967.1992	12847.7764
47936	41024	1.07840002e5	4011.6311	26163.8906	8939.68945	8892.69043
60672	57920	1.06496e5	7463.94775	16226.7842	20829.0117	7762.34814
44864	38400	66112	7229.60547	19800.4492	8447.73242	12275.7998
80512	65408	1.09119999e5	10531.3057	35220.625	10402.1475	16175.3906
32384	29440	80768	7499.41455	6725.69189	45243.2344	12990.0908
45504	46912	79616	5673.47168	9832.83594	10300.708	5443.18408
29824	29696	65600	8533.39062	12418.5566	26106.168	9368.43555
37696	34432	64576	3743.13794	7038.32031	21949.1191	9440.5
66304	64192	1.23264003e5	6054.66797	15238.1338	16306.7871	16078.1709
44480	41152	95104	8232.29688	17377.4277	18884.4395	10291.5479
20928	16128	87360	6988.85107	15438.2168	15264.4971	9867.91504
39424	36352	75072	5364.70703	7658.40918	14155.667	7101.66553
51200	54080	73792	4405.71777	14921.4873	20374.2812	14161.5117
58432	56064	1.52831993e5	6976.4458	24443.9707	30125.1094	19157.7793
70784	74368	67264	3583.92773	14458.5303	9868.57812	11819.8867
75968	78400	1.06112003e5	4662.56934	14179.2051	24714.2695	12181.2031
44480	45632	87424	5712.46289	14689.3379	5210.24219	12406.25
47296	46272	65280	6855.59668	11820.7773	28096.0645	10092.3916
36992	31680	93632	4954.51221	5537.36035	16033.7979	8628.0293
57792	51968	88896	5716.07178	14161.4688	8904.9082	8627.72949
87040	78848	1.31071997e5	6446.34814	17528.1035	24522.166	13051.8711
76928	75584	87680	3174.68262	5692.47559	22824.248	11733.585
61312	61184	81600	4411.55127	10821.5635	25689.6543	13925.4814
44416	42944	73472	4208.35254	7998.04541	30578.4668	9313.2627
75136	71616	1.21343994e5	9239.21094	23593.0781	19239.1074	9569.0459
25600	19904	70528	4134.61621	4499.47363	7350.32227	9861.21582
89600	82752	88896	8910.69727	14623.835	6581.62549	15732.6621
33920	30016	1.11231995e5	5651.37939	13690.2939	23990.4648	9987.91797
32704	27648	85376	6270.87842	11250.3662	13702.4141	8242.66602
77248	73536	1.03359997e5	6943.49756	11612.2695	36690.5	11678.7637
79744	76928	1.32799995e5	11468.6875	17386.9512	21795.2461	12232.1074
42496	37056	59456	2538.32056	8679.72949	6188.56689	6089.94531
27968	25600	79808	4959.32568	13402.9033	1832.27087	12460.3926
81664	81152	89088	9383.01855	20444.0684	22474.877	11055.0898
39936	34304	66368	5992.11279	8016.52295	19984.0176	7546.39307
67456	58816	1.296e5	7654.5708	14730.9092	37949.1797	11547.6523
42176	39168	83584	5873.47021	6761.38135	39433.5508	10799.0605
64448	62848	1.02015996e5	7984.67334	20871.3613	1667.70288	12205.8184
33856	31424	80128	5560.67383	10965.2002	5779.53271	8163.73584
35840	32832	79104	5777.88818	7332.00635	25819.541	10647.4824
62528	62784	89152	7934.22705	12381.7373	25592.0371	10079.4209
25920	23872	78912	5583.34619	11895.0967	22388.0566	8221.43262
32960	28416	1.46816006e5	6219.7666	9143.56738	31093.0859	14134.1592
43008	36864	62400	3717.05273	5607.79883	17644.4512	6595.18018
17472	12032	91840	6928.68604	10310.7461	18092.0762	7778.41504
82624	73600	1.25888002e5	6473.73633	19726.2031	23840.8262	12726.1484
59200	56064	84608	5173.74756	20238.9609	2801.49463	14737.583
41088	37504	89024	7023.75293	11383.7988	19761.8848	9408.87793
74240	76096	1.39968002e5	8945.20703	23677.4492	24529.8242	10838.3154
37312	33088	1.07840002e5	6445.11523	12557.6123	50430.3047	13387.1045
48896	40320	1.06816006e5	9272.97656	16391.4727	25344.6055	10969.0186
71296	65728	1.01056004e5	5121.20605	9054.95312	22231.8457	11831.1953
32256	28736	92736	7104.36475	9171.47168	23058.4727	8697.13379
34880	32896	87232	6210.68799	4320.86182	16053.7568	8687.66016
55744	52032	66880	3297.20435	10883.8154	16805.3125	9437.73828
49216	45184	1.25567997e5	7195.99023	9556.98438	20146.0645	9484.10938
68160	67968	89600	3480.36621	7867.2749	32588.5391	14308.373
22656	18112	67840	4480.37842	13778.8955	7463.66113	5959.9043
72704	64768	1.40287995e5	11222.7773	37433.0547	44464.1055	14819.3535
91072	82880	97024	12890.7197	14863.0566	4466.9043	14562.4521
49984	46784	95232	4516.80762	13336.6807	17130.7656	15069.4639
47360	48960	58880	1992.17139	3419.36572	13395.4844	7561.72363
60928	59520	88320	8050.59717	17223.5664	23703.3691	12507.8691
33920	30592	65600	2540.08008	10317.9023	2262.44067	9818.56934
31040	31360	64064	6320.85303	5819.59521	23866.8047	7765.38818
43200	25600	94720	4115.89502	9820.20801	18852.293	11584.3115
73280	70592	1.00095999e5	7127.15332	13711.2979	37987.3633	13256.3027
89472	79552	78976	9046.45801	15243.751	21347.5781	13269.0479
34304	33216	45056	4169.04883	2579.2522	18100.3027	4934.67432
28096	21376	82112	5169.75781	6268.57324	22987.0137	6647.31592
52928	48128	77696	8592.57031	14312.9268	19828.9824	10347.5859
62144	60160	82624	4881.97168	8118.58887	28267.084	7974.71289
33088	28736	1.05024004e5	6543.38184	15959.7744	28902.3828	9447.42773
67328	69504	74560	4200.76172	8294.63867	26378.0898	12182.8604
51968	48192	81216	6153.09717	15728.1416	22148.8457	6352.74902
48640	49152	73728	5208.20996	10325.6523	19256.6094	5445.84277
22464	18944	66496	3665.34717	4155.02588	12636.8604	7441.38574
41984	41664	76352	6656.54736	16317.1943	19591.4551	11125.6592
35200	33728	96512	5628.35986	14874.626	20808.6504	7076.23633
65472	64064	81600	5835.9624	12710.0215	3931.29419	7276.72021
79360	78464	69056	5062.51514	11711.9834	2782.44751	6856.58154
45760	40576	68992	6808.77051	18787.2168	3634.40649	7549.69482
61440	60864	1.07904005e5	8345.0332	6891.61182	17876.7656	8897.5957
